Company,OS,Processor,TypeName,VC,Ram,TS,Weight,HDD,SSD,IPS,Inches,PPI,Price
Asus,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,0.91,0,512,0,13.3,166.0,103896.0
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.3,0,256,1,15.6,141.0,53918.82719999999
Toshiba,WindowsOS,Intel Core i7,Ultrabook,Intel,32,1,1.05,0,512,0,13.3,166.0,149130.72
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,1.99,1024,128,0,15.6,141.0,71928.0
Acer,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.2,1024,0,0,15.6,100.0,30849.12
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,24,1,4.33,1024,256,1,17.3,127.0,67612.31999999999
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.3,0,128,1,13.3,118.0,58554.72
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.17,0,256,0,15.6,141.0,47893.39199999999
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.48,0,1024,0,14.0,157.0,93186.72
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,8,0,1.4,0,256,1,13.3,166.0,50562.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.3,0,256,1,15.6,141.0,48538.08
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.2,0,0,0,11.6,135.0,18115.2
HP,WindowsOS,Intel Core i5,Notebook,AMD,8,0,1.91,0,256,0,15.6,100.0,32979.7872
Lenovo,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.4,0,256,1,14.0,157.0,85194.72
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.1,512,0,0,14.0,112.0,15930.72
Lenovo,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.25,0,16,0,11.6,135.0,14119.2
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.44,0,256,0,13.3,166.0,50562.72
Asus,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.0,1024,256,0,15.6,141.0,65214.72
Acer,WindowsOS,Intel Core i5,Notebook,Nvidia,4,0,2.2,1024,0,1,15.6,141.0,32660.64
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.34,0,512,1,13.3,166.0,70489.44
Lenovo,OtherOS,Intel Core i7,Gaming,Nvidia,8,0,2.4,1024,256,1,15.6,141.0,61218.72
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,1,1.29,0,128,1,13.3,166.0,47898.72
Acer,WindowsOS,Intel Core i7,Notebook,Nvidia,4,0,2.2,512,0,0,15.6,141.0,34045.92
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.18,1024,0,0,15.6,141.0,44542.08
Dell,WindowsOS,Intel Core i7,Notebook,AMD,16,0,2.2,2048,256,0,15.6,141.0,64961.10719999999
Xiaomi,OtherOS,Intel Core i7,Notebook,Nvidia,16,0,1.95,0,256,1,15.6,141.0,74589.336
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,2,0,1.1,0,0,0,11.6,135.0,13053.6
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,1,2.04,1024,0,0,15.6,100.0,27783.9216
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,24,0,2.24,0,512,0,15.6,141.0,158135.04
HP,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.04,0,256,0,15.6,141.0,47365.92
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,3.0,1024,256,0,17.3,127.0,80133.12
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.2,1024,256,1,15.6,141.0,74538.72
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.32,0,256,1,13.3,166.0,74538.72
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.64,0,256,0,14.0,157.0,68184.0144
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.63,0,128,0,15.6,100.0,36709.92
Dell,LinuxOS,Intel Core i5,Notebook,AMD,8,0,2.8,1024,128,1,17.3,127.0,47365.92
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.02,0,256,0,14.0,157.0,71395.2
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,4,0,2.2,1024,0,0,15.6,141.0,42570.72
Lenovo,OtherOS,Intel Core i3,Notebook,Nvidia,8,0,2.2,2048,0,0,15.6,100.0,24455.52
Dell,WindowsOS,Intel Core i5,Notebook,AMD,4,0,2.3,512,0,0,15.6,141.0,31168.8
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,0,256,0,15.6,141.0,73366.56
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.42,1024,128,1,17.3,127.0,160520.3856
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.0,512,0,1,15.6,141.0,45820.8
Asus,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.0,1024,256,1,15.6,282.0,69210.72
Mediacom,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.2,0,32,1,13.3,166.0,19660.32
Asus,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.3,1024,128,1,15.6,141.0,87858.72
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,1.93,0,256,0,15.6,141.0,72940.31999999999
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.2,0,256,0,15.6,141.0,42486.0048
HP,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.86,0,256,0,15.6,141.0,21258.1872
HP,WindowsOS,Intel Core i7,Gaming,Nvidia,12,0,2.62,1024,0,0,17.3,127.0,95850.72
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,1.87,0,256,1,14.0,157.0,45767.52
Dell,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.2,0,256,0,13.3,276.0,74538.72
Dell,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.6,0,128,0,14.0,157.0,39207.1536
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.34,0,256,1,13.3,276.0,61005.6
Acer,LinuxOS,Intel Core i5,Gaming,Nvidia,8,0,2.4,1024,0,0,15.6,141.0,42517.44
Asus,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.0,512,0,0,15.6,100.0,18594.72
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.1,0,128,0,15.6,141.0,37589.04
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.87,512,0,0,14.0,157.0,41824.8
Lenovo,OtherOS,Intel Core i5,Notebook,Intel,4,0,2.15,1024,0,0,15.6,141.0,24634.008
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.86,512,0,0,15.6,141.0,21152.16
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.99,0,512,1,15.6,141.0,92121.12
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.2,0,128,0,15.6,141.0,26586.72
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,0,256,0,15.6,141.0,59513.2272
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.42,1024,256,1,17.3,127.0,143802.72
HP,WindowsOS,Intel Core i3,Notebook,Intel,8,0,2.65,1024,0,0,17.3,106.0,28992.312
HP,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.63,1024,0,0,17.3,127.0,68198.4
Asus,LinuxOS,Other Intel Processor,Notebook,Intel,4,0,2.0,512,0,0,15.6,100.0,11934.72
Mediacom,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.35,0,0,1,13.3,166.0,13586.4
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,6,0,2.8,1024,128,0,17.3,106.0,50562.72
HP,WindowsOS,AMD Processor,Notebook,AMD,6,0,1.91,0,128,1,15.6,141.0,30310.992
Dell,WindowsOS,Intel Core i3,Notebook,AMD,4,0,2.18,1024,0,0,15.6,100.0,32921.712
Acer,WindowsOS,Other Intel Processor,Convertible,Intel,4,1,1.25,0,0,1,11.6,190.0,18594.72
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.05,0,128,0,15.6,141.0,33566.4
HP,WindowsOS,Other Intel Processor,Ultrabook,Intel,16,1,1.16,0,512,1,13.3,276.0,104695.2
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,3.4,0,256,1,17.3,127.0,159786.72
Asus,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,2.5,1024,128,0,15.6,141.0,44701.92
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,1,1.21,0,128,1,13.3,331.0,85194.72
Dell,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.93,512,0,0,15.6,100.0,51095.52
Fujitsu,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.2,1024,0,0,15.6,100.0,39373.92
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.2,512,0,0,15.6,141.0,18328.32
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.02,512,0,0,14.0,112.0,52747.2
HP,WindowsOS,Intel Core i5,Workstation,Nvidia,8,0,3.14,512,0,0,17.3,106.0,99153.5472
HP,WindowsOS,Other Intel Processor,Notebook,Intel,8,0,1.94,2048,0,0,14.0,112.0,20725.92
HP,WindowsOS,AMD Processor,Notebook,AMD,6,0,1.95,0,256,1,15.6,141.0,34578.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.3,0,256,0,15.6,141.0,44222.4
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.05,512,0,0,15.6,141.0,36496.8
Mediacom,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.4,0,32,0,14.0,157.0,13266.72
Toshiba,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.24,0,512,0,14.0,157.0,99367.2
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.6,1024,256,1,17.3,127.0,141884.63999999998
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.14,1024,512,0,17.3,127.0,145401.12
Dell,LinuxOS,Intel Core i7,Notebook,AMD,8,0,2.2,0,256,0,15.6,141.0,39907.2528
Mediacom,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.45,0,32,1,14.0,157.0,20725.92
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,512,0,0,15.6,100.0,53733.94559999999
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,1.49,0,128,0,13.3,166.0,38308.32
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,1.93,0,256,0,15.6,141.0,81912.13919999999
Dell,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.26,0,0,0,11.6,135.0,15717.6
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.5,1024,128,0,17.3,127.0,125154.72
HP,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,3.78,1024,256,1,17.3,127.0,79813.44
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,12,0,1.4,0,256,1,14.0,157.0,89137.44
Lenovo,WindowsOS,Intel Core i7,Notebook,Intel,12,1,2.2,1024,0,0,15.6,100.0,32447.52
Asus,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.73,1024,128,1,17.3,127.0,94305.6
Asus,WindowsOS,Intel Core i5,Convertible,Intel,8,1,2.2,1024,0,0,15.6,100.0,39373.92
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,12,0,2.2,0,512,0,15.6,141.0,50562.72
Dell,WindowsOS,Other Intel Processor,Convertible,Intel,4,1,1.39,0,128,0,11.6,135.0,32127.84
Samsung,WindowsOS,Intel Core i7,Notebook,Nvidia,16,0,2.5,1024,128,0,15.6,141.0,90522.72
Lenovo,OtherOS,Intel Core i3,Notebook,Intel,4,0,2.8,512,0,0,17.3,127.0,28185.12
Lenovo,WindowsOS,Intel Core i3,Notebook,Intel,8,0,2.29,1024,0,0,15.6,100.0,24455.52
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.37,0,512,1,13.3,166.0,107892.0
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.7,0,256,1,14.0,157.0,78534.72
Dell,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.34,0,256,0,13.3,166.0,88977.59999999999
Dell,WindowsOS,Intel Core i7,Workstation,Nvidia,8,1,2.06,0,256,0,15.6,141.0,93932.64
HP,WindowsOS,Intel Core i7,Notebook,Intel,8,0,1.84,0,256,0,15.6,141.0,64948.32
HP,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.1,512,0,0,15.6,100.0,35616.6144
Acer,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.6,0,0,0,14.0,157.0,17529.12
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.14,1024,128,0,17.3,127.0,117162.72
Dell,LinuxOS,Intel Core i3,Notebook,AMD,4,0,2.18,1024,0,0,15.6,100.0,24775.2
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,1.8,2048,256,0,15.6,282.0,122490.72
Toshiba,WindowsOS,Intel Core i7,Notebook,Intel,8,0,2.2,0,256,1,15.6,141.0,74538.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,6,0,2.4,1024,0,0,15.6,141.0,30049.92
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,2.0,0,256,1,15.6,141.0,69210.72
Acer,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.6,0,0,0,14.0,112.0,18594.72
Lenovo,WindowsOS,Other Intel Processor,Notebook,Nvidia,32,0,2.5,0,1024,1,15.6,282.0,261018.72
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.59,1024,0,0,15.6,141.0,46833.6528
Dell,LinuxOS,Intel Core i3,Notebook,Intel,4,0,2.18,1024,0,0,15.6,100.0,23650.992
Dell,LinuxOS,Intel Core i3,Notebook,Intel,4,0,2.25,1024,0,0,15.6,100.0,19127.52
Dell,LinuxOS,Intel Core i5,Notebook,Intel,4,0,1.93,512,0,0,15.6,100.0,46300.32
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.0,1024,128,0,17.3,127.0,62231.04
Dell,LinuxOS,Intel Core i5,Notebook,AMD,4,0,2.18,0,128,0,15.6,141.0,30316.32
HP,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.84,0,512,0,15.6,141.0,74005.92
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.94,1024,256,0,15.6,141.0,120831.5808
Acer,OtherOS,Other Intel Processor,Convertible,Intel,4,1,1.25,0,0,1,11.6,135.0,20193.12
HP,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.31,0,256,0,14.0,112.0,59886.72
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.65,0,256,0,14.0,157.0,78055.2
Dell,WindowsOS,Intel Core i5,Notebook,AMD,4,0,2.2,1024,0,0,15.6,141.0,41345.28
Fujitsu,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.2,0,256,0,15.6,100.0,42570.72
HP,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.88,512,0,0,15.6,100.0,49656.96
Lenovo,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.2,1024,0,0,15.6,141.0,47898.72
Mediacom,WindowsOS,Other Intel Processor,Notebook,Intel,2,0,1.4,0,0,0,14.0,157.0,12733.92
Lenovo,OtherOS,Intel Core i5,Notebook,Intel,4,0,2.2,0,128,0,15.6,141.0,24935.04
Asus,WindowsOS,Intel Core i5,Convertible,Intel,6,1,1.5,1024,0,0,13.3,166.0,34046.4528
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.0,0,256,0,15.6,141.0,96969.6
Asus,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.1,0,512,0,14.0,157.0,101232.0
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.62,1024,256,0,15.6,141.0,78801.12
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.8,0,256,0,15.6,141.0,44169.12
Lenovo,WindowsOS,Intel Core i3,Notebook,Nvidia,4,0,2.2,1024,0,0,15.6,141.0,30849.12
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,8,0,2.0,1024,0,0,15.6,100.0,21258.72
Asus,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,1.99,1024,0,0,15.6,141.0,48304.7136
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,1,1.23,0,256,0,13.3,276.0,99580.32
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,2,0,1.42,0,0,0,14.0,112.0,13266.72
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.37,0,256,1,13.3,166.0,93635.3376
Dell,WindowsOS,Intel Core i7,Notebook,Nvidia,16,1,2.06,0,1024,0,15.6,282.0,127818.72
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.5,1024,128,1,15.6,141.0,59087.52
HP,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.6,1024,0,0,17.3,106.0,27753.552
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,16,0,1.14,0,512,1,14.0,157.0,130536.0
Asus,OtherOS,Intel Core i7,Gaming,Nvidia,8,0,2.5,1024,0,1,15.6,141.0,62284.32
Acer,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.4,512,0,0,15.6,100.0,23976.0
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.43,0,0,0,14.0,112.0,14598.72
Acer,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.8,0,256,1,14.0,157.0,48964.32
Razer,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,1.95,0,256,0,14.0,157.0,138474.72
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.2,0,256,0,13.3,166.0,64628.64
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.36,0,256,1,13.3,166.0,84395.52
Asus,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,3.8,0,512,1,17.3,127.0,149130.72
Acer,LinuxOS,Intel Core i5,Gaming,Nvidia,8,0,2.4,1024,0,0,15.6,141.0,37775.52
Dell,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.2,0,256,0,13.3,166.0,77250.672
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.2,1024,128,0,15.6,141.0,63499.10399999999
HP,OtherOS,Intel Core i3,Notebook,Intel,4,0,1.86,512,0,0,15.6,100.0,19441.872
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.0,512,0,1,15.6,141.0,56689.92
Dell,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.2,0,256,0,15.6,141.0,48964.32
Dell,WindowsOS,Intel Core i7,Notebook,AMD,16,0,2.2,2048,256,0,15.6,141.0,60472.8
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,3.31,1024,128,1,15.6,141.0,63722.88
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.42,1024,512,1,17.3,255.0,167691.8736
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.56,0,256,0,14.0,157.0,65481.12
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.2,512,0,0,15.6,100.0,22324.32
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.2,512,0,0,15.6,141.0,28504.8
HP,WindowsOS,Intel Core i3,Notebook,AMD,6,0,2.04,1024,0,0,15.6,141.0,28717.92
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.7,1024,128,0,17.3,127.0,79215.1056
Toshiba,WindowsOS,Intel Core i3,Notebook,Intel,4,0,2.1,0,128,0,15.6,100.0,26533.44
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.06,1024,0,0,15.6,141.0,50882.4
HP,WindowsOS,Intel Core i7,Notebook,AMD,8,0,2.1,1024,0,0,15.6,141.0,39693.6
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.0,0,256,1,15.6,141.0,67026.23999999999
Acer,LinuxOS,Intel Core i3,Notebook,Intel,4,0,2.1,0,128,0,15.6,100.0,21951.36
Microsoft,WindowsOS,Intel Core i7,Ultrabook,Intel,8,1,1.252,0,256,0,13.3,204.0,99519.048
Lenovo,WindowsOS,Intel Core i5,Notebook,AMD,8,0,1.9,1024,128,0,15.6,141.0,43580.376
Lenovo,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.3,0,256,1,13.3,166.0,55091.52
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.2,0,128,0,15.6,100.0,18594.72
HP,WindowsOS,Intel Core i3,Convertible,Nvidia,4,1,1.63,0,128,1,14.0,157.0,37242.72
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,2.4,1024,256,0,15.6,141.0,68944.31999999999
Asus,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.1,0,256,0,14.0,157.0,60472.8
HP,OtherOS,Other Intel Processor,Convertible,Intel,8,1,1.4,0,0,0,11.6,135.0,26373.6
LG,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.09,0,512,1,15.6,141.0,122490.72
Acer,WindowsOS,Intel Core i5,Gaming,Nvidia,16,0,2.5,0,256,0,15.6,141.0,69210.72
MSI,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.2,0,256,0,15.6,141.0,53168.112
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.86,0,128,0,15.6,100.0,22324.32
Dell,WindowsOS,Intel Core i5,Gaming,Nvidia,16,0,3.21,1024,128,0,15.6,141.0,109277.28
HP,WindowsOS,Intel Core i3,Notebook,AMD,4,0,2.5,0,256,1,17.3,127.0,37242.72
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.19,0,512,1,13.3,166.0,79866.72
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,3.49,1024,256,0,15.6,141.0,149916.6
HP,WindowsOS,Intel Core i5,Notebook,AMD,4,0,1.86,512,0,0,15.6,100.0,32639.8608
Dell,WindowsOS,Intel Core i3,Notebook,AMD,4,0,2.2,1024,0,0,15.6,100.0,29073.297599999994
HP,WindowsOS,AMD Processor,Notebook,AMD,6,0,2.65,2048,0,1,17.3,127.0,30316.32
Lenovo,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,2.1,512,0,0,15.6,100.0,16943.04
Acer,OtherOS,Other Intel Processor,Notebook,Intel,4,0,1.45,0,0,0,14.0,112.0,19980.0
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,1.7,0,256,0,14.0,157.0,37242.72
HP,WindowsOS,Intel Core i7,Workstation,Nvidia,8,0,3.14,512,0,0,17.3,127.0,101657.7072
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,8,1,1.42,0,256,0,14.0,210.0,137995.19999999998
Toshiba,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.5,0,256,1,13.3,166.0,51841.44
Acer,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.4,0,0,0,11.6,135.0,14332.32
Lenovo,WindowsOS,Intel Core i7,Convertible,Intel,16,1,1.38,0,512,0,14.0,157.0,93186.72
Asus,OtherOS,Other Intel Processor,Convertible,Intel,4,1,1.2,0,0,0,13.3,166.0,35644.32
Toshiba,WindowsOS,Intel Core i7,Ultrabook,Intel,16,1,1.36,0,512,0,13.3,166.0,100006.56
HP,WindowsOS,Intel Core i7,Notebook,AMD,4,0,2.1,512,0,1,15.6,141.0,36709.92
Dell,WindowsOS,Intel Core i5,Gaming,Nvidia,8,0,2.56,1024,0,0,15.6,141.0,43636.32
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.2,0,256,0,15.6,141.0,21258.72
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,8,0,2.2,1024,0,0,15.6,100.0,22857.12
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,4,0,2.1,1024,0,0,15.6,141.0,33110.856
Lenovo,OtherOS,Intel Core i3,Notebook,Intel,4,0,1.9,512,0,0,15.6,100.0,23976.0
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,2.18,0,256,0,15.6,141.0,42357.6
Acer,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.6,0,256,1,13.3,166.0,53226.72
Lenovo,WindowsOS,Intel Core i7,Workstation,Nvidia,16,0,2.18,0,512,0,15.6,141.0,98834.4
Lenovo,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.8,0,256,0,14.0,157.0,63456.48
HP,WindowsOS,AMD Processor,Notebook,AMD,6,0,2.71,2048,0,1,17.3,127.0,34898.932799999995
Lenovo,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.5,1024,128,1,15.6,141.0,66546.72
Dell,LinuxOS,Intel Core i5,Notebook,Nvidia,8,0,1.64,0,256,0,14.0,157.0,58021.92
Dell,LinuxOS,Intel Core i5,Notebook,Intel,8,0,1.98,1024,0,0,15.6,141.0,38681.28
Asus,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.5,0,0,0,14.0,157.0,15877.44
Dell,WindowsOS,Intel Core i5,Notebook,Intel,16,0,1.93,0,512,0,15.6,141.0,76012.44480000001
Lenovo,WindowsOS,Intel Core i5,Notebook,Nvidia,8,0,1.87,0,256,1,14.0,157.0,45664.6896
Dell,WindowsOS,Intel Core i5,Notebook,Intel,8,0,1.9,0,256,0,15.6,141.0,62817.12
Lenovo,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.19,512,0,0,15.6,100.0,15877.44
Mediacom,WindowsOS,Other Intel Processor,Notebook,Intel,4,0,1.4,32,0,1,14.0,162.0,14119.2
HP,WindowsOS,Intel Core i7,Notebook,Nvidia,8,0,2.63,0,256,0,17.3,127.0,63936.0
Lenovo,WindowsOS,Intel Core i7,Ultrabook,Intel,8,0,1.17,0,512,1,14.0,210.0,89864.1792
HP,WindowsOS,Intel Core i5,Convertible,Intel,8,1,1.58,0,256,1,13.3,118.0,44574.048
Lenovo,WindowsOS,Intel Core i5,Ultrabook,Intel,8,0,1.32,0,256,1,14.0,157.0,79866.72
Dell,WindowsOS,Intel Core i7,Gaming,Nvidia,32,0,4.36,1024,1024,0,17.3,255.0,194972.832
MSI,WindowsOS,Intel Core i7,Gaming,Nvidia,8,0,2.7,1024,128,0,17.3,127.0,71847.0144
Lenovo,OtherOS,Intel Core i5,Notebook,Intel,4,0,1.9,1024,0,0,15.6,100.0,26101.872
Dell,WindowsOS,Intel Core i5,Notebook,AMD,8,0,2.2,1024,128,0,15.6,141.0,38308.32
Dell,WindowsOS,Intel Core i3,Convertible,Intel,4,1,1.71,1024,0,0,13.3,166.0,34578.72
Dell,LinuxOS,Intel Core i5,Notebook,AMD,8,0,2.32,1024,0,0,15.6,100.0,31409.6256
HP,WindowsOS,AMD Processor,Notebook,AMD,4,0,2.1,1024,0,0,15.6,141.0,26053.92
Acer,WindowsOS,Intel Core i7,Gaming,Nvidia,16,0,4.2,1024,128,1,17.3,127.0,103096.8
Dell,WindowsOS,Intel Core i5,Notebook,Intel,12,0,2.25,1024,0,0,15.6,100.0,34578.72
HP,WindowsOS,AMD Processor,Notebook,AMD,6,0,2.1,1024,128,0,15.6,141.0,34632.0
